year,cat_sub,cat_act,step,cut
2008,TPROD,121,3,50
2008,TPROD,121,4,Inf
2008,TPROD,133,1,Inf
2008,TPROD,140,1,125
2008,TPROD,140,2,250
2008,TPROD,140,3,Inf
2008,TPROD,142,1,75
2008,TPROD,142,2,100
2008,TPROD,142,3,200
2008,TPROD,142,4,300
2008,TPROD,142,5,Inf
2008,TPROD,155,1,35
2008,TPROD,155,2,Inf
2008,TPROD,157,1,1400
2008,TPROD,157,2,Inf
2008,TPROD,160,1,1
2008,TPROD,160,2,5
2008,TPROD,160,3,Inf
2008,TPROD,471,1,Inf
2008,TPROD,473,1,Inf
2008,TPROD,475,1,Inf
2008,TPROD,STOR,1,250
2008,TPROD,STOR,2,Inf
2008,TPROD,SAU,1,75
2008,TPROD,SAU,2,100
2008,TPROD,SAU,3,200
2008,TPROD,SAU,4,300
2008,TPROD,SAU,5,Inf
2008,TUTMK,410,1,Inf
2008,TUTMK,420,1,Inf
2008,TUTMK,440,1,Inf
2008,TUTMK,450,1,Inf
2008,TUTMK,USAU,1,Inf
2008,TVELF,120,1,8
2008,TVELF,120,2,Inf
2008,TVELF,121,1,Inf
2008,TVELF,140,1,40
2008,TVELF,140,2,Inf
2008,TVELF,142,1,Inf
2008,TVELF,155,1,Inf
2008,TVELF,157,1,Inf
2008,TVELF,160,1,Inf
2008,TVELF,186,1,Inf
2008,TVELF,193,1,Inf
2008,TVELF,STOR,1,Inf
2008,TVELF,HEST,1,Inf
2008,TVELF,VSAU,1,Inf
2009,TAKTL,230,1,Inf
2009,TAKTL,CERE,1,800
2009,TAKTL,CERE,2,Inf
2009,TAKTL,FODD,1,200
2009,TAKTL,FODD,2,Inf
2009,TAKTL,FRUK,1,40
2009,TAKTL,FRUK,2,Inf
2009,TAKTL,BAER,1,40
2009,TAKTL,BAER,2,Inf
2009,TAKTL,GRON,1,60
2009,TAKTL,GRON,2,Inf
2009,TBEIT,411,1,Inf
2009,TBEIT,422,1,Inf
2009,TBEIT,445,1,Inf
2009,TBEIT,487,1,Inf
2009,TBEIT,488,1,Inf
2009,TDISG,001,1,50000
2009,TDISG,001,2,Inf
2009,TDISG,002,1,50000
2009,TDISG,002,2,Inf
2009,TDISG,003,1,50000
2009,TDISG,003,2,Inf
2009,TDISG,004,1,50000
2009,TDISG,004,2,Inf
2009,TDISG,005,1,50000
2009,TDISG,005,2,Inf
2009,TDISG,011,1,38000
2009,TDISG,011,2,Inf
2009,TDISG,012,1,38000
2009,TDISG,012,2,Inf
2009,TDISG,013,1,38000
2009,TDISG,013,2,Inf
2009,TDISG,014,1,38000
2009,TDISG,014,2,Inf
2009,TDISG,016,1,38000
2009,TDISG,016,2,Inf
2009,TDISG,021,1,38000
2009,TDISG,021,2,Inf
2009,TDISG,031,1,94000
2009,TDISG,031,2,Inf
2009,TDISG,032,1,138000
2009,TDISG,032,2,Inf
2009,TDISG,033,1,200000
2009,TDISG,033,2,Inf
2009,TDISG,060,1,Inf
2009,TDMLK,120,1,5
2009,TDMLK,120,2,Inf
2009,TDMLK,121,1,50
2009,TDMLK,121,2,Inf
2009,TDMLK,140,1,27
2009,TDMLK,140,2,Inf
2009,TPROD,120,1,16
2009,TPROD,120,2,25
2009,TPROD,120,3,50
2009,TPROD,120,4,Inf
2009,TPROD,121,1,25
2009,TPROD,121,2,50
2009,TPROD,121,3,Inf
2009,TPROD,133,1,Inf
2009,TPROD,140,1,125
2009,TPROD,140,2,250
2009,TPROD,140,3,Inf
2009,TPROD,142,1,50
2009,TPROD,142,2,100
2009,TPROD,142,3,200
2009,TPROD,142,4,300
2009,TPROD,142,5,Inf
2009,TPROD,155,1,35
2009,TPROD,155,2,Inf
2009,TPROD,157,1,1400
2009,TPROD,157,2,Inf
2009,TPROD,160,1,1
2009,TPROD,160,2,5
2009,TPROD,160,3,Inf
2009,TPROD,471,1,Inf
2009,TPROD,473,1,Inf
2009,TPROD,475,1,Inf
2009,TPROD,STOR,1,250
2009,TPROD,STOR,2,Inf
2009,TPROD,SAU,1,50
2009,TPROD,SAU,2,100
2009,TPROD,SAU,3,200
2009,TPROD,SAU,4,300
2009,TPROD,SAU,5,Inf
2009,TUTMK,410,1,Inf
2009,TUTMK,420,1,Inf
2009,TUTMK,440,1,Inf
2009,TUTMK,450,1,Inf
2009,TUTMK,USAU,1,Inf
2009,TVELF,120,1,8
2009,TVELF,120,2,Inf
2009,TVELF,121,1,Inf
2009,TVELF,140,1,40
2009,TVELF,140,2,Inf
2009,TVELF,142,1,Inf
2009,TVELF,155,1,Inf
2009,TVELF,157,1,Inf
2009,TVELF,160,1,Inf
2009,TVELF,186,1,Inf
2009,TVELF,193,1,Inf
2009,TVELF,STOR,1,Inf
2009,TVELF,HEST,1,Inf
2009,TVELF,VSAU,1,Inf
2010,TAKTL,230,1,Inf
2010,TAKTL,CERE,1,800
2010,TAKTL,CERE,2,Inf
2010,TAKTL,FODD,1,200
2010,TAKTL,FODD,2,Inf
2010,TAKTL,FRUK,1,40
2010,TAKTL,FRUK,2,Inf
2010,TAKTL,BAER,1,40
2010,TAKTL,BAER,2,Inf
2010,TAKTL,GRON,1,60
2010,TAKTL,GRON,2,Inf
2010,TBEIT,411,1,Inf
2010,TBEIT,422,1,Inf
2010,TBEIT,445,1,Inf
2010,TBEIT,487,1,Inf
2010,TBEIT,488,1,Inf
2010,TDISG,001,1,50000
2010,TDISG,001,2,Inf
2010,TDISG,002,1,50000
2010,TDISG,002,2,Inf
2010,TDISG,003,1,50000
2010,TDISG,003,2,Inf
2010,TDISG,004,1,50000
2010,TDISG,004,2,Inf
2010,TDISG,005,1,50000
2010,TDISG,005,2,Inf
2010,TDISG,011,1,38000
2010,TDISG,011,2,Inf
2010,TDISG,012,1,38000
2010,TDISG,012,2,Inf
2010,TDISG,013,1,38000
2010,TDISG,013,2,Inf
2010,TDISG,014,1,38000
2010,TDISG,014,2,Inf
2010,TDISG,016,1,38000
2010,TDISG,016,2,Inf
2010,TDISG,021,1,38000
2010,TDISG,021,2,Inf
2010,TDISG,031,1,94000
2010,TDISG,031,2,Inf
2010,TDISG,032,1,138000
2010,TDISG,032,2,Inf
2010,TDISG,033,1,200000
2010,TDISG,033,2,Inf
2010,TDISG,060,1,Inf
2010,TDMLK,120,1,5
2010,TDMLK,120,2,Inf
2010,TDMLK,121,1,50
2010,TDMLK,121,2,Inf
2010,TDMLK,140,1,27
2010,TDMLK,140,2,Inf
2010,TPROD,120,1,16
2010,TPROD,120,2,25
2010,TPROD,120,3,50
2010,TPROD,120,4,Inf
2010,TPROD,121,1,25
2010,TPROD,121,2,50
2010,TPROD,121,3,Inf
2010,TPROD,133,1,Inf
2010,TPROD,140,1,125
2010,TPROD,140,2,250
2010,TPROD,140,3,Inf
2010,TPROD,142,1,50
2010,TPROD,142,2,100
2010,TPROD,142,3,200
2010,TPROD,142,4,300
2010,TPROD,142,5,Inf
2010,TPROD,155,1,35
2010,TPROD,155,2,Inf
2010,TPROD,157,1,1400
2010,TPROD,157,2,Inf
2010,TPROD,160,1,1
2010,TPROD,160,2,5
2010,TPROD,160,3,Inf
2010,TPROD,471,1,Inf
2010,TPROD,473,1,Inf
2010,TPROD,475,1,Inf
2010,TPROD,STOR,1,250
2010,TPROD,STOR,2,Inf
2010,TPROD,SAU,1,50
2010,TPROD,SAU,2,100
2010,TPROD,SAU,3,200
2010,TPROD,SAU,4,300
2010,TPROD,SAU,5,Inf
2010,TUTMK,410,1,Inf
2010,TUTMK,420,1,Inf
2010,TUTMK,440,1,Inf
2010,TUTMK,450,1,Inf
2010,TUTMK,USAU,1,Inf
2010,TVELF,120,1,8
2010,TVELF,120,2,Inf
2010,TVELF,121,1,Inf
2010,TVELF,140,1,40
2010,TVELF,140,2,Inf
2010,TVELF,142,1,Inf
2010,TVELF,155,1,Inf
2010,TVELF,157,1,Inf
2010,TVELF,160,1,Inf
2010,TVELF,186,1,Inf
2010,TVELF,193,1,Inf
2010,TVELF,STOR,1,Inf
2010,TVELF,HEST,1,Inf
2010,TVELF,VSAU,1,Inf
2011,TAKTL,230,1,Inf
2011,TAKTL,CERE,1,800
2011,TAKTL,CERE,2,Inf
2011,TAKTL,FODD,1,250
2011,TAKTL,FODD,2,Inf
2011,TAKTL,FRUK,1,40
2011,TAKTL,FRUK,2,Inf
2011,TAKTL,BAER,1,40
2011,TAKTL,BAER,2,Inf
2011,TAKTL,GRON,1,80
2011,TAKTL,GRON,2,Inf
2011,TBEIT,411,1,Inf
2011,TBEIT,422,1,Inf
2011,TBEIT,445,1,Inf
2011,TBEIT,487,1,Inf
2011,TBEIT,488,1,Inf
2011,TDISG,001,1,50000
2011,TDISG,001,2,Inf
2011,TDISG,002,1,50000
2011,TDISG,002,2,Inf
2011,TDISG,003,1,50000
2011,TDISG,003,2,Inf
2011,TDISG,004,1,50000
2011,TDISG,004,2,Inf
2011,TDISG,005,1,50000
2011,TDISG,005,2,Inf
2011,TDISG,006,1,Inf
2011,TDISG,011,1,38000
2011,TDISG,011,2,Inf
2011,TDISG,012,1,38000
2011,TDISG,012,2,Inf
2011,TDISG,013,1,38000
2011,TDISG,013,2,Inf
2011,TDISG,014,1,38000
2011,TDISG,014,2,Inf
2011,TDISG,016,1,38000
2011,TDISG,016,2,Inf
2011,TDISG,021,1,38000
2011,TDISG,021,2,Inf
2011,TDISG,031,1,94000
2011,TDISG,031,2,Inf
2011,TDISG,032,1,138000
2011,TDISG,032,2,Inf
2011,TDISG,033,1,200000
2011,TDISG,033,2,Inf
2011,TDISG,060,1,Inf
2011,TDMLK,120,1,5
2011,TDMLK,120,2,Inf
2011,TDMLK,121,1,50
2011,TDMLK,121,2,Inf
2011,TDMLK,140,1,27
2011,TDMLK,140,2,Inf
2011,TPROD,120,1,16
2011,TPROD,120,2,25
2011,TPROD,120,3,50
2011,TPROD,120,4,Inf
2011,TPROD,121,1,25
2011,TPROD,121,2,50
2011,TPROD,121,3,Inf
2011,TPROD,133,1,Inf
2011,TPROD,140,1,125
2011,TPROD,140,2,250
2011,TPROD,140,3,Inf
2011,TPROD,142,1,50
2011,TPROD,142,2,100
2011,TPROD,142,3,200
2011,TPROD,142,4,300
2011,TPROD,142,5,Inf
2011,TPROD,155,1,35
2011,TPROD,155,2,Inf
2011,TPROD,157,1,1400
2011,TPROD,157,2,Inf
2011,TPROD,160,1,1
2011,TPROD,160,2,5
2011,TPROD,160,3,Inf
2011,TPROD,471,1,Inf
2011,TPROD,473,1,Inf
2011,TPROD,475,1,Inf
2011,TPROD,STOR,1,250
2011,TPROD,STOR,2,Inf
2011,TPROD,SAU,1,50
2011,TPROD,SAU,2,100
2011,TPROD,SAU,3,200
2011,TPROD,SAU,4,300
2011,TPROD,SAU,5,Inf
2011,TUTMK,410,1,Inf
2011,TUTMK,420,1,Inf
2011,TUTMK,440,1,Inf
2011,TUTMK,450,1,Inf
2011,TUTMK,USAU,1,Inf
2011,TVELF,120,1,8
2011,TVELF,120,2,Inf
2011,TVELF,121,1,Inf
2011,TVELF,140,1,40
2011,TVELF,140,2,Inf
2011,TVELF,142,1,Inf
2011,TVELF,155,1,Inf
2011,TVELF,157,1,Inf
2011,TVELF,160,1,Inf
2011,TVELF,186,1,Inf
2011,TVELF,193,1,Inf
2011,TVELF,STOR,1,Inf
2011,TVELF,HEST,1,Inf
2011,TVELF,VSAU,1,Inf
2012,TAKTL,230,1,Inf
2012,TAKTL,CERE,1,800
2012,TAKTL,CERE,2,Inf
2012,TAKTL,FODD,1,250
2012,TAKTL,FODD,2,Inf
2012,TAKTL,FRUK,1,40
2012,TAKTL,FRUK,2,Inf
2012,TAKTL,BAER,1,40
2012,TAKTL,BAER,2,Inf
2012,TAKTL,GRON,1,80
2012,TAKTL,GRON,2,Inf
2012,TBEIT,411,1,Inf
2012,TBEIT,422,1,Inf
2012,TBEIT,445,1,Inf
2012,TBEIT,487,1,Inf
2012,TBEIT,488,1,Inf
2012,TDISG,001,1,100000
2012,TDISG,001,2,Inf
2012,TDISG,002,1,100000
2012,TDISG,002,2,Inf
2012,TDISG,003,1,100000
2012,TDISG,003,2,Inf
2012,TDISG,004,1,100000
2012,TDISG,004,2,Inf
2012,TDISG,005,1,100000
2012,TDISG,005,2,Inf
2012,TDISG,006,1,Inf
2012,TDISG,011,1,76000
2012,TDISG,011,2,Inf
2012,TDISG,012,1,76000
2012,TDISG,012,2,Inf
2012,TDISG,013,1,76000
2012,TDISG,013,2,Inf
2012,TDISG,014,1,76000
2012,TDISG,014,2,Inf
2012,TDISG,016,1,76000
2012,TDISG,016,2,Inf
2012,TDISG,021,1,76000
2012,TDISG,021,2,Inf
2012,TDISG,031,1,94000
2012,TDISG,031,2,Inf
2012,TDISG,032,1,138000
2012,TDISG,032,2,Inf
2012,TDISG,033,1,200000
2012,TDISG,033,2,Inf
2012,TDISG,060,1,Inf
2012,TDMLK,120,1,5
2012,TDMLK,120,2,Inf
2012,TDMLK,121,1,50
2012,TDMLK,121,2,Inf
2012,TDMLK,140,1,27
2012,TDMLK,140,2,Inf
2012,TPROD,120,1,16
2012,TPROD,120,2,25
2012,TPROD,120,3,50
2012,TPROD,120,4,Inf
2012,TPROD,121,1,25
2012,TPROD,121,2,50
2012,TPROD,121,3,Inf
2012,TPROD,133,1,Inf
2012,TPROD,140,1,125
2012,TPROD,140,2,250
2012,TPROD,140,3,Inf
2012,TPROD,142,1,50
2012,TPROD,142,2,100
2012,TPROD,142,3,200
2012,TPROD,142,4,300
2012,TPROD,142,5,Inf
2012,TPROD,155,1,35
2012,TPROD,155,2,Inf
2012,TPROD,157,1,1400
2012,TPROD,157,2,Inf
2012,TPROD,160,1,1
2012,TPROD,160,2,5
2012,TPROD,160,3,Inf
2012,TPROD,471,1,Inf
2012,TPROD,475,1,Inf
2012,TPROD,STOR,1,250
2012,TPROD,STOR,2,Inf
2012,TPROD,SAU,1,50
2012,TPROD,SAU,2,100
2012,TPROD,SAU,3,200
2012,TPROD,SAU,4,300
2012,TPROD,SAU,5,Inf
2012,TUTMK,410,1,Inf
2012,TUTMK,420,1,Inf
2012,TUTMK,440,1,Inf
2012,TUTMK,450,1,Inf
2012,TUTMK,USAU,1,Inf
2012,TVELF,120,1,8
2012,TVELF,120,2,Inf
2012,TVELF,121,1,Inf
2012,TVELF,140,1,40
2012,TVELF,140,2,Inf
2012,TVELF,142,1,Inf
2012,TVELF,155,1,Inf
2012,TVELF,157,1,Inf
2012,TVELF,160,1,Inf
2012,TVELF,186,1,Inf
2012,TVELF,193,1,Inf
2012,TVELF,STOR,1,Inf
2012,TVELF,HEST,1,Inf
2012,TVELF,VSAU,1,Inf
2013,TAKTL,230,1,Inf
2013,TAKTL,CERE,1,800
2013,TAKTL,CERE,2,Inf
2013,TAKTL,FODD,1,250
2013,TAKTL,FODD,2,Inf
2013,TAKTL,FRUK,1,40
2013,TAKTL,FRUK,2,Inf
2013,TAKTL,BAER,1,40
2013,TAKTL,BAER,2,Inf
2013,TAKTL,GRON,1,80
2013,TAKTL,GRON,2,Inf
2013,TBEIT,411,1,Inf
2013,TBEIT,422,1,Inf
2013,TBEIT,445,1,Inf
2013,TBEIT,487,1,Inf
2013,TBEIT,488,1,Inf
2013,TDISG,001,1,100000
2013,TDISG,001,2,Inf
2013,TDISG,002,1,100000
2013,TDISG,002,2,Inf
2013,TDISG,003,1,100000
2013,TDISG,003,2,Inf
2013,TDISG,004,1,100000
2013,TDISG,004,2,Inf
2013,TDISG,005,1,100000
2013,TDISG,005,2,Inf
2013,TDISG,006,1,Inf
2013,TDISG,011,1,76000
2013,TDISG,011,2,Inf
2013,TDISG,012,1,76000
2013,TDISG,012,2,Inf
2013,TDISG,013,1,76000
2013,TDISG,013,2,Inf
2013,TDISG,014,1,76000
2013,TDISG,014,2,Inf
2013,TDISG,016,1,76000
2013,TDISG,016,2,Inf
2013,TDISG,021,1,76000
2013,TDISG,021,2,Inf
2013,TDISG,031,1,103400
2013,TDISG,031,2,Inf
2013,TDISG,032,1,151800
2013,TDISG,032,2,Inf
2013,TDISG,033,1,220000
2013,TDISG,033,2,Inf
2013,TDISG,060,1,Inf
2013,TDMLK,120,1,5
2013,TDMLK,120,2,Inf
2013,TDMLK,121,1,40
2013,TDMLK,121,2,Inf
2013,TDMLK,140,1,27
2013,TDMLK,140,2,Inf
2013,TPROD,120,1,16
2013,TPROD,120,2,25
2013,TPROD,120,3,50
2013,TPROD,120,4,Inf
2013,TPROD,121,1,25
2013,TPROD,121,2,50
2013,TPROD,121,3,Inf
2013,TPROD,133,1,Inf
2013,TPROD,140,1,125
2013,TPROD,140,2,250
2013,TPROD,140,3,Inf
2013,TPROD,142,1,50
2013,TPROD,142,2,100
2013,TPROD,142,3,200
2013,TPROD,142,4,300
2013,TPROD,142,5,Inf
2013,TPROD,155,1,35
2013,TPROD,155,2,Inf
2013,TPROD,157,1,1400
2013,TPROD,157,2,Inf
2013,TPROD,160,1,1
2013,TPROD,160,2,5
2013,TPROD,160,3,Inf
2013,TPROD,471,1,Inf
2013,TPROD,475,1,Inf
2013,TPROD,STOR,1,250
2013,TPROD,STOR,2,Inf
2013,TPROD,SAU,1,50
2013,TPROD,SAU,2,100
2013,TPROD,SAU,3,200
2013,TPROD,SAU,4,300
2013,TPROD,SAU,5,Inf
2013,TUTMK,410,1,Inf
2013,TUTMK,420,1,Inf
2013,TUTMK,440,1,Inf
2013,TUTMK,450,1,Inf
2013,TUTMK,USAU,1,Inf
2013,TVELF,120,1,8
2013,TVELF,120,2,Inf
2013,TVELF,121,1,Inf
2013,TVELF,140,1,40
2013,TVELF,140,2,Inf
2013,TVELF,142,1,Inf
2013,TVELF,155,1,Inf
2013,TVELF,157,1,Inf
2013,TVELF,160,1,Inf
2013,TVELF,186,1,Inf
2013,TVELF,193,1,Inf
2013,TVELF,STOR,1,Inf
2013,TVELF,HEST,1,Inf
2013,TVELF,VSAU,1,Inf
2014,TAKTL,230,1,Inf
2014,TAKTL,CERE,1,800
2014,TAKTL,CERE,2,Inf
2014,TAKTL,FODD,1,250
2014,TAKTL,FODD,2,Inf
2014,TAKTL,FRUK,1,40
2014,TAKTL,FRUK,2,Inf
2014,TAKTL,BAER,1,40
2014,TAKTL,BAER,2,Inf
2014,TAKTL,GRON,1,80
2014,TAKTL,GRON,2,Inf
2014,TBEIT,411,1,Inf
2014,TBEIT,422,1,Inf
2014,TBEIT,445,1,Inf
2014,TBEIT,487,1,Inf
2014,TBEIT,488,1,Inf
2014,TDISG,001,1,Inf
2014,TDISG,002,1,Inf
2014,TDISG,003,1,Inf
2014,TDISG,004,1,Inf
2014,TDISG,005,1,Inf
2014,TDISG,006,1,Inf
2014,TDISG,011,1,Inf
2014,TDISG,012,1,Inf
2014,TDISG,013,1,Inf
2014,TDISG,014,1,Inf
2014,TDISG,016,1,Inf
2014,TDISG,021,1,Inf
2014,TDISG,031,1,103400
2014,TDISG,031,2,Inf
2014,TDISG,032,1,151800
2014,TDISG,032,2,Inf
2014,TDISG,033,1,220000
2014,TDISG,033,2,Inf
2014,TDISG,060,1,Inf
2014,TDMLK,120,1,5
2014,TDMLK,120,2,Inf
2014,TDMLK,121,1,40
2014,TDMLK,121,2,Inf
2014,TDMLK,140,1,27
2014,TDMLK,140,2,Inf
2014,TPROD,120,1,16
2014,TPROD,120,2,25
2014,TPROD,120,3,50
2014,TPROD,120,4,Inf
2014,TPROD,121,1,25
2014,TPROD,121,2,50
2014,TPROD,121,3,Inf
2014,TPROD,133,1,Inf
2014,TPROD,140,1,125
2014,TPROD,140,2,250
2014,TPROD,140,3,Inf
2014,TPROD,142,1,50
2014,TPROD,142,2,100
2014,TPROD,142,3,200
2014,TPROD,142,4,300
2014,TPROD,142,5,Inf
2014,TPROD,155,1,35
2014,TPROD,155,2,Inf
2014,TPROD,157,1,1400
2014,TPROD,157,2,Inf
2014,TPROD,160,1,1
2014,TPROD,160,2,5
2014,TPROD,160,3,Inf
2014,TPROD,471,1,Inf
2014,TPROD,475,1,Inf
2014,TPROD,STOR,1,250
2014,TPROD,STOR,2,Inf
2014,TPROD,SAU,1,50
2014,TPROD,SAU,2,100
2014,TPROD,SAU,3,200
2014,TPROD,SAU,4,300
2014,TPROD,SAU,5,Inf
2014,TUTMK,410,1,Inf
2014,TUTMK,420,1,Inf
2014,TUTMK,440,1,Inf
2014,TUTMK,450,1,Inf
2014,TUTMK,USAU,1,Inf
2014,TVELF,120,1,Inf
2014,TVELF,121,1,Inf
2014,TVELF,140,1,Inf
2014,TVELF,142,1,Inf
2014,TVELF,155,1,Inf
2014,TVELF,157,1,Inf
2014,TVELF,160,1,Inf
2014,TVELF,186,1,Inf
2014,TVELF,193,1,Inf
2014,TVELF,STOR,1,Inf
2014,TVELF,HEST,1,Inf
2014,TVELF,VSAU,1,Inf
2015,TAKTL,230,1,Inf
2015,TAKTL,CERE,1,Inf
2015,TAKTL,FODD,1,Inf
2015,TAKTL,FRUK,1,Inf
2015,TAKTL,BAER,1,Inf
2015,TAKTL,GRON,1,Inf
2015,TBEIT,411,1,Inf
2015,TBEIT,422,1,Inf
2015,TBEIT,445,1,Inf
2015,TBEIT,487,1,Inf
2015,TBEIT,488,1,Inf
2015,TDISG,001,1,Inf
2015,TDISG,002,1,Inf
2015,TDISG,003,1,Inf
2015,TDISG,004,1,Inf
2015,TDISG,005,1,Inf
2015,TDISG,006,1,Inf
2015,TDISG,011,1,Inf
2015,TDISG,012,1,Inf
2015,TDISG,013,1,Inf
2015,TDISG,014,1,Inf
2015,TDISG,016,1,Inf
2015,TDISG,021,1,Inf
2015,TDISG,031,1,103400
2015,TDISG,031,2,Inf
2015,TDISG,032,1,151800
2015,TDISG,032,2,Inf
2015,TDISG,033,1,220000
2015,TDISG,033,2,Inf
2015,TDISG,060,1,Inf
2015,TDMLK,120,1,5
2015,TDMLK,120,2,Inf
2015,TDMLK,121,1,40
2015,TDMLK,121,2,Inf
2015,TDMLK,140,1,27
2015,TDMLK,140,2,Inf
2015,TPROD,120,1,16
2015,TPROD,120,2,25
2015,TPROD,120,3,50
2015,TPROD,120,4,Inf
2015,TPROD,121,1,25
2015,TPROD,121,2,50
2015,TPROD,121,3,Inf
2015,TPROD,140,1,125
2015,TPROD,140,2,250
2015,TPROD,140,3,Inf
2015,TPROD,142,1,50
2015,TPROD,142,2,100
2015,TPROD,142,3,200
2015,TPROD,142,4,300
2015,TPROD,142,5,Inf
2015,TPROD,155,1,35
2015,TPROD,155,2,Inf
2015,TPROD,157,1,1400
2015,TPROD,157,2,Inf
2015,TPROD,160,1,1
2015,TPROD,160,2,5
2015,TPROD,160,3,Inf
2015,TPROD,471,1,Inf
2015,TPROD,475,1,Inf
2015,TPROD,STOR,1,250
2015,TPROD,STOR,2,Inf
2015,TPROD,SAU,1,50
2015,TPROD,SAU,2,100
2015,TPROD,SAU,3,200
2015,TPROD,SAU,4,300
2015,TPROD,SAU,5,Inf
2015,TUTMK,410,1,Inf
2015,TUTMK,420,1,Inf
2015,TUTMK,440,1,Inf
2015,TUTMK,450,1,Inf
2015,TUTMK,USAU,1,Inf
2015,TVELF,120,1,Inf
2015,TVELF,121,1,Inf
2015,TVELF,140,1,Inf
2015,TVELF,142,1,Inf
2015,TVELF,155,1,Inf
2015,TVELF,157,1,Inf
2015,TVELF,160,1,Inf
2015,TVELF,186,1,Inf
2015,TVELF,193,1,Inf
2015,TVELF,STOR,1,Inf
2015,TVELF,HEST,1,Inf
2015,TVELF,VSAU,1,Inf
2016,TAKTL,230,1,Inf
2016,TAKTL,CERE,1,Inf
2016,TAKTL,FODD,1,Inf
2016,TAKTL,FRUK,1,Inf
2016,TAKTL,BAER,1,Inf
2016,TAKTL,GRON,1,Inf
2016,TBEIT,411,1,Inf
2016,TBEIT,422,1,Inf
2016,TBEIT,445,1,Inf
2016,TBEIT,487,1,Inf
2016,TBEIT,488,1,Inf
2016,TDISG,001,1,Inf
2016,TDISG,002,1,Inf
2016,TDISG,003,1,Inf
2016,TDISG,004,1,Inf
2016,TDISG,005,1,Inf
2016,TDISG,006,1,Inf
2016,TDISG,011,1,Inf
2016,TDISG,012,1,Inf
2016,TDISG,013,1,Inf
2016,TDISG,014,1,Inf
2016,TDISG,016,1,Inf
2016,TDISG,021,1,Inf
2016,TDISG,031,1,103400
2016,TDISG,031,2,Inf
2016,TDISG,032,1,151800
2016,TDISG,032,2,Inf
2016,TDISG,033,1,220000
2016,TDISG,033,2,Inf
2016,TDISG,060,1,Inf
2016,TDMLK,120,1,5
2016,TDMLK,120,2,Inf
2016,TDMLK,121,1,40
2016,TDMLK,121,2,Inf
2016,TDMLK,140,1,27
2016,TDMLK,140,2,Inf
2016,TPROD,120,1,16
2016,TPROD,120,2,25
2016,TPROD,120,3,50
2016,TPROD,120,4,Inf
2016,TPROD,121,1,50
2016,TPROD,121,2,Inf
2016,TPROD,140,1,125
2016,TPROD,140,2,Inf
2016,TPROD,142,1,100
2016,TPROD,142,2,Inf
2016,TPROD,155,1,35
2016,TPROD,155,2,Inf
2016,TPROD,157,1,1400
2016,TPROD,157,2,Inf
2016,TPROD,160,1,1
2016,TPROD,160,2,5
2016,TPROD,160,3,Inf
2016,TPROD,471,1,Inf
2016,TPROD,STOR,1,Inf
2016,TPROD,SAU,1,100
2016,TPROD,SAU,2,Inf
2016,TUTMK,410,1,Inf
2016,TUTMK,420,1,Inf
2016,TUTMK,440,1,Inf
2016,TUTMK,450,1,Inf
2016,TUTMK,USAU,1,Inf
2016,TVELF,120,1,Inf
2016,TVELF,121,1,Inf
2016,TVELF,140,1,Inf
2016,TVELF,142,1,Inf
2016,TVELF,155,1,Inf
2016,TVELF,157,1,Inf
2016,TVELF,160,1,Inf
2016,TVELF,186,1,Inf
2016,TVELF,193,1,Inf
2016,TVELF,STOR,1,Inf
2016,TVELF,SAU,1,Inf
2016,TVELF,HEST,1,Inf
2017,TAKTL,230,1,Inf
2017,TAKTL,CERE,1,Inf
2017,TAKTL,FODD,1,Inf
2017,TAKTL,FRUK,1,Inf
2017,TAKTL,BAER,1,Inf
2017,TAKTL,GRON,1,Inf
2017,TBEIT,411,1,Inf
2017,TBEIT,422,1,Inf
2017,TBEIT,445,1,Inf
2017,TBEIT,487,1,Inf
2017,TBEIT,488,1,Inf
2017,TDISG,001,1,Inf
2017,TDISG,002,1,Inf
2017,TDISG,003,1,Inf
2017,TDISG,004,1,Inf
2017,TDISG,005,1,Inf
2017,TDISG,006,1,Inf
2017,TDISG,011,1,Inf
2017,TDISG,012,1,Inf
2017,TDISG,013,1,Inf
2017,TDISG,014,1,Inf
2017,TDISG,016,1,Inf
2017,TDISG,021,1,Inf
2017,TDISG,031,1,103400
2017,TDISG,031,2,Inf
2017,TDISG,032,1,151800
2017,TDISG,032,2,Inf
2017,TDISG,033,1,220000
2017,TDISG,033,2,Inf
2017,TDISG,060,1,Inf
2017,TDMLK,120,1,5
2017,TDMLK,120,2,Inf
2017,TDMLK,121,1,40
2017,TDMLK,121,2,Inf
2017,TDMLK,140,1,27
2017,TDMLK,140,2,Inf
2017,TPROD,120,1,16
2017,TPROD,120,2,25
2017,TPROD,120,3,50
2017,TPROD,120,4,Inf
2017,TPROD,121,1,50
2017,TPROD,121,2,Inf
2017,TPROD,140,1,125
2017,TPROD,140,2,250
2017,TPROD,140,3,Inf
2017,TPROD,142,1,100
2017,TPROD,142,2,Inf
2017,TPROD,155,1,35
2017,TPROD,155,2,Inf
2017,TPROD,157,1,1400
2017,TPROD,157,2,Inf
2017,TPROD,160,1,1
2017,TPROD,160,2,5
2017,TPROD,160,3,Inf
2017,TPROD,471,1,Inf
2017,TPROD,STOR,1,Inf
2017,TPROD,SAU,1,100
2017,TPROD,SAU,2,Inf
2017,TUTMK,410,1,Inf
2017,TUTMK,420,1,Inf
